Full_Name,Age,Marital_Status,Employment_Status,Income_AMD,Education_Level,Loan_Amount_AMD,Loan_Purpose,Collateral,FICO_Score,Debt_to_Income_Ratio,Num_Open_Credit_Lines,Previous_Defaults,Loan_Term,Interest_Rate,Employment_Duration_Years,Alternative_Income_AMD,Creditworthiness
Vahagn Melkonyan,63,Single,Retired,51000,High School,2550000,Consumer loan,No,653,0.27,3,0,48,19.21,45,650000,Low
Tigran Hakobyan,61,Widowed,Employed,830000,Master's,3800000,Commercial and industrial loan,No,469,0.5,4,4,48,14.34,10,2850000,Low
Gayane Melkonyan,38,Divorced,Employed,2830000,Bachelor's,3050000,Consumer loan,Yes,516,0.58,3,1,36,14.24,6,450000,Low
Arman Poghosyan,61,Widowed,Unemployed,0,Bachelor's,2300000,Mortgage loan,No,647,0.59,3,3,48,18.12,13,1000000,Low
Arpi Vardanyan,28,Single,Self-Employed,1030000,PhD,2150000,Agricultural loan,No,825,0.42,2,0,60,12.65,5,150000,Very Low
Gayane Petrosyan,56,Single,Self-Employed,1270000,Master's,1350000,Agricultural loan,Yes,710,0.34,3,1,60,9.24,37,2550000,Medium
Sargis Hovhannisyan,21,Married,Employed,2470000,Bachelor's,4250000,Agricultural loan,Yes,827,0.18,1,1,48,12.65,2,400000,Very High
Ashot Karapetyan,68,Widowed,Self-Employed,2350000,Bachelor's,4450000,Mortgage loan,Yes,825,0.15,3,2,60,16.88,14,2300000,Very High
Edgar Nazaryan,18,Married,Employed,1530000,PhD,1500000,Loan granted to individuals,Yes,542,0.36,1,1,60,10.36,0,4650000,Very Low
Ruzanna Avetisyan,45,Widowed,Employed,2190000,Bachelor's,4700000,Commercial and industrial loan,No,307,0.46,1,3,48,17.63,4,3550000,Low
Sona Harutyunyan,41,Widowed,Employed,1110000,Master's,3150000,Agricultural loan,Yes,582,0.26,3,4,60,17.97,16,350000,Low
Levon Avetisyan,52,Widowed,Self-Employed,1070000,Bachelor's,500000,Loan granted to financial institutions,Yes,465,0.44,4,3,60,10.11,4,1100000,Low
Hakob Mkrtchyan,30,Divorced,Self-Employed,2150000,Bachelor's,150000,Leasing finance,Yes,502,0.39,1,2,36,10.08,8,3350000,Very Low
Ruzanna Vardanyan,64,Divorced,Employed,330000,Bachelor's,3850000,Loan granted to individuals,No,663,0.57,1,1,36,11.19,41,4450000,Low
Trdat Mkrtchyan,51,Widowed,Unemployed,0,Master's,3000000,Loan granted to individuals,Yes,451,0.2,1,2,12,12.92,18,150000,Very Low
Liana Harutyunyan,28,Married,Self-Employed,1850000,Master's,1350000,Loan granted to individuals,Yes,724,0.4,4,3,12,14.86,1,4050000,Medium
Mariam Gevorgyan,53,Divorced,Employed,2110000,Bachelor's,4100000,Consumer loan,Yes,768,0.31,3,3,48,14.34,15,2800000,Low
Levon Karapetyan,68,Married,Employed,890000,Master's,2250000,Loan granted to individuals,Yes,709,0.23,4,3,36,18.38,20,2700000,Medium
David Sargsyan,34,Single,Self-Employed,850000,PhD,3100000,Consumer loan,Yes,814,0.28,3,4,48,10.56,12,4750000,Low
Ruben Markosyan,52,Married,Self-Employed,1330000,PhD,1200000,Loan granted to individuals,Yes,550,0.25,1,3,60,16.67,31,3700000,Low
Meline Gevorgyan,35,Married,Employed,1610000,Bachelor's,2300000,Agricultural loan,Yes,376,0.36,2,3,36,15.04,2,4250000,Low
Arman Petrosyan,57,Single,Employed,2050000,Bachelor's,3900000,Agricultural loan,No,721,0.38,1,1,12,17.11,17,1750000,Medium
Ruzanna Melkonyan,39,Single,Employed,1610000,PhD,2200000,Loan granted to individuals,Yes,684,0.53,3,4,48,12.76,13,2750000,Low
Mari Sargsyan,41,Divorced,Employed,1610000,Bachelor's,3150000,Loan granted to individuals,Yes,678,0.49,4,1,12,14.19,21,3050000,Medium
Hovhannes Sargsyan,36,Married,Self-Employed,2410000,High School,200000,Commercial and industrial loan,Yes,527,0.25,1,2,48,9.31,6,1600000,Very Low
Narek Gevorgyan,54,Divorced,Employed,2870000,PhD,800000,Mortgage loan,Yes,417,0.57,1,0,36,10.28,29,2850000,Low
Vardan Sargsyan,56,Married,Self-Employed,390000,Bachelor's,2550000,Commercial and industrial loan,Yes,566,0.53,3,1,48,13.12,11,1150000,Low
Artur Poghosyan,38,Divorced,Employed,1770000,Bachelor's,3700000,Leasing finance,Yes,534,0.41,3,4,36,14.29,16,700000,Low
Arsen Vardanyan,25,Divorced,Employed,2350000,Bachelor's,4550000,Commercial and industrial loan,Yes,467,0.11,2,1,24,9.94,3,1850000,Very Low
Ara Harutyunyan,45,Divorced,Employed,1270000,Master's,2400000,Loan granted to individuals,Yes,821,0.2,1,0,24,18.07,2,3650000,Very High
Artur Hakobyan,22,Divorced,Self-Employed,350000,Bachelor's,3250000,Consumer loan,Yes,636,0.49,1,1,48,19.41,2,4550000,Low
Suren Markosyan,34,Single,Employed,250000,PhD,3450000,Agricultural loan,Yes,626,0.33,1,0,36,15.56,14,2250000,Low
Hasmik Nazaryan,54,Widowed,Unemployed,0,Master's,3850000,Loan granted to financial institutions,No,658,0.16,2,4,36,9.59,26,3200000,Low
Gagik Mkrtchyan,53,Single,Employed,2970000,Master's,2250000,Leasing finance,Yes,747,0.3,2,1,36,17.13,14,500000,High
Armine Hakobyan,36,Single,Employed,710000,Bachelor's,150000,Mortgage loan,Yes,833,0.21,1,4,60,11.39,10,4500000,Low
Lilit Mkrtchyan,44,Divorced,Employed,2190000,Bachelor's,850000,Leasing finance,Yes,396,0.55,3,4,60,17.07,26,2800000,Low
Karen Avagyan,51,Married,Employed,2990000,Master's,4150000,Mortgage loan,No,849,0.54,4,2,36,13.78,13,3900000,Low
Anush Markosyan,28,Divorced,Unemployed,0,Bachelor's,1850000,Loan granted to financial institutions,Yes,555,0.29,1,2,48,9.59,7,3950000,Very Low
Samvel Vardanyan,62,Divorced,Employed,1510000,PhD,250000,Mortgage loan,Yes,741,0.17,1,1,24,12.07,10,1250000,High
Tigran Sargsyan,64,Single,Employed,1850000,Bachelor's,2350000,Agricultural loan,Yes,708,0.28,1,1,48,13.7,13,2600000,Medium
Arpi Hakobyan,29,Married,Employed,510000,Master's,2200000,Loan granted to financial institutions,Yes,384,0.16,3,4,36,17.1,2,4800000,Low
Nune Hakobyan,38,Married,Employed,730000,Bachelor's,4400000,Mortgage loan,No,716,0.25,2,2,48,10.46,14,400000,Medium
Trdat Avetisyan,28,Widowed,Employed,470000,Master's,1650000,Leasing finance,Yes,848,0.49,4,1,24,12.16,5,3400000,Very Low
Meline Melkonyan,56,Divorced,Employed,1490000,Bachelor's,1050000,Leasing finance,Yes,801,0.25,4,1,60,9.92,24,4800000,Very High
Narek Vardanyan,45,Married,Self-Employed,790000,Bachelor's,3350000,Leasing finance,Yes,397,0.37,2,1,24,15.77,9,1500000,Very Low
Anahit Harutyunyan,22,Single,Unemployed,0,PhD,3400000,Consumer loan,Yes,841,0.16,1,2,60,14.22,3,4300000,Very Low
Karen Nazaryan,34,Divorced,Employed,850000,Master's,1600000,Loan granted to individuals,No,802,0.27,1,1,12,19.22,6,4650000,Very High
Vahagn Mkrtchyan,37,Widowed,Employed,350000,Master's,1200000,Consumer loan,No,750,0.12,4,4,24,17.15,5,3700000,Low
Ashot Ghazaryan,58,Married,Self-Employed,2530000,Master's,1750000,Loan granted to individuals,No,490,0.37,4,1,36,17.56,32,1150000,Very Low
Sargis Sargsyan,63,Married,Self-Employed,210000,Master's,900000,Loan granted to individuals,Yes,500,0.27,1,3,60,10.81,21,1650000,Low
Elina Nazaryan,29,Widowed,Unemployed,0,Bachelor's,3350000,Leasing finance,No,621,0.54,3,0,36,11.93,11,150000,Low
Tatev Melkonyan,23,Married,Employed,2130000,High School,2700000,Mortgage loan,No,557,0.3,1,4,24,14.64,3,4150000,Low
Narine Avetisyan,34,Married,Employed,230000,Master's,1300000,Leasing finance,No,454,0.38,3,1,60,9.15,10,4200000,Very Low
Hayk Nazaryan,68,Widowed,Self-Employed,1830000,High School,3000000,Loan granted to individuals,No,786,0.59,1,3,36,18.57,50,3150000,Low
Tatev Hakobyan,36,Divorced,Self-Employed,2770000,Master's,4400000,Loan granted to financial institutions,Yes,527,0.42,4,2,24,17.56,2,1750000,Very Low
Elina Avetisyan,43,Single,Employed,2410000,High School,3250000,Loan granted to financial institutions,Yes,816,0.35,1,4,36,9.64,2,350000,Low
Ruben Sargsyan,65,Married,Self-Employed,830000,Bachelor's,2550000,Mortgage loan,Yes,810,0.15,1,4,48,18.34,0,3750000,Low
Mariam Poghosyan,61,Married,Self-Employed,650000,High School,4900000,Consumer loan,No,373,0.51,2,1,48,9.05,41,3600000,Low
Mari Avagyan,61,Married,Employed,510000,Master's,3000000,Consumer loan,Yes,664,0.42,1,2,48,10.26,25,4550000,Low
Gayane Nazaryan,69,Widowed,Employed,870000,Master's,2950000,Agricultural loan,Yes,323,0.15,1,1,60,9.61,13,3650000,Very Low
Lilit Hakobyan,49,Single,Employed,2910000,Bachelor's,3800000,Agricultural loan,Yes,762,0.22,1,3,60,14.27,16,4100000,Low
Armine Vardanyan,23,Divorced,Employed,1450000,Bachelor's,850000,Mortgage loan,Yes,780,0.37,4,0,48,17.62,1,3700000,High
Arsen Karapetyan,53,Widowed,Self-Employed,2690000,PhD,4250000,Leasing finance,Yes,388,0.12,1,2,12,10.96,4,3150000,Very Low
Hakob Harutyunyan,55,Single,Employed,750000,Bachelor's,1050000,Mortgage loan,Yes,833,0.46,3,0,48,17.49,14,2100000,Very Low
Ani Hovhannisyan,28,Married,Self-Employed,1010000,Master's,3350000,Consumer loan,Yes,599,0.21,3,3,60,11.03,4,4500000,Low
Artur Hakobyan,50,Divorced,Self-Employed,450000,PhD,1400000,Commercial and industrial loan,No,343,0.34,1,4,36,19.9,28,3250000,Low
Narek Nazaryan,41,Widowed,Employed,170000,PhD,4450000,Consumer loan,No,336,0.22,4,3,48,18.39,18,1950000,Low
Areg Hovhannisyan,40,Widowed,Employed,1310000,PhD,2200000,Loan granted to individuals,Yes,818,0.34,3,0,48,17.11,20,400000,Very Low
Levon Poghosyan,32,Married,Self-Employed,2530000,Bachelor's,3500000,Commercial and industrial loan,Yes,773,0.19,1,2,48,15.51,5,1450000,High
Nune Sargsyan,44,Divorced,Self-Employed,290000,PhD,3100000,Commercial and industrial loan,No,579,0.4,1,1,60,11.67,19,2700000,Very Low
Arman Hovhannisyan,28,Divorced,Self-Employed,850000,Master's,2100000,Leasing finance,No,760,0.56,3,0,36,10.31,3,1350000,Low
Sona Poghosyan,68,Widowed,Employed,2270000,Master's,4700000,Leasing finance,Yes,468,0.5,4,2,36,14.06,13,1100000,Very Low
Karen Vardanyan,67,Married,Employed,630000,High School,4800000,Commercial and industrial loan,Yes,369,0.22,4,0,12,13.43,32,2600000,Very Low
Tigran Petrosyan,34,Divorced,Employed,2630000,PhD,1100000,Commercial and industrial loan,Yes,512,0.35,3,4,60,16.42,7,800000,Low
Ruzanna Mkrtchyan,68,Widowed,Self-Employed,210000,Master's,1900000,Consumer loan,Yes,371,0.31,1,4,24,10.87,19,4000000,Low
Vahagn Melkonyan,31,Single,Employed,2310000,Master's,700000,Consumer loan,No,479,0.58,4,1,60,15.18,5,2400000,Low
Arsen Sargsyan,44,Single,Self-Employed,2310000,High School,4900000,Commercial and industrial loan,Yes,507,0.5,2,4,24,16.63,14,2850000,Low
Arman Mkrtchyan,35,Married,Employed,2530000,Bachelor's,1300000,Loan granted to financial institutions,Yes,476,0.15,1,3,24,12.29,5,700000,Low
Narek Hakobyan,45,Single,Self-Employed,2950000,PhD,2000000,Loan granted to financial institutions,Yes,600,0.18,4,1,36,17.58,14,1600000,Low
Tatev Avetisyan,68,Single,Employed,1830000,Master's,2700000,Consumer loan,Yes,453,0.45,1,0,48,13.75,0,2050000,Very Low
Gor Karapetyan,64,Widowed,Employed,1710000,Bachelor's,650000,Loan granted to financial institutions,Yes,453,0.18,2,3,36,10.79,41,4000000,Low
Vahan Hovhannisyan,64,Single,Employed,2370000,Master's,4700000,Mortgage loan,Yes,329,0.58,3,2,36,11.14,3,3850000,Low
Meline Harutyunyan,21,Single,Employed,2470000,High School,950000,Mortgage loan,Yes,326,0.6,2,0,36,12.07,1,1100000,Low
Trdat Hakobyan,24,Divorced,Employed,610000,Bachelor's,2100000,Commercial and industrial loan,Yes,539,0.49,1,4,60,10.74,5,3050000,Low
Arman Petrosyan,62,Married,Employed,270000,Bachelor's,2050000,Commercial and industrial loan,No,397,0.11,3,0,60,15.19,11,1200000,Very Low
David Gevorgyan,52,Single,Employed,2470000,Bachelor's,2500000,Agricultural loan,Yes,625,0.34,2,4,36,19.44,24,4900000,Low
Hasmik Harutyunyan,65,Divorced,Employed,1390000,Bachelor's,150000,Mortgage loan,Yes,536,0.3,4,3,48,18.86,47,4750000,Low
Sargis Petrosyan,26,Widowed,Self-Employed,2250000,Bachelor's,1550000,Leasing finance,Yes,437,0.5,2,3,48,12.56,8,2800000,Low
Hovhannes Poghosyan,25,Divorced,Unemployed,0,Bachelor's,3800000,Consumer loan,Yes,847,0.24,1,3,48,18.51,3,3450000,Low
Narine Avetisyan,69,Divorced,Retired,62000,Master's,750000,Loan granted to financial institutions,Yes,345,0.29,4,1,24,19.49,6,4000000,Very Low
Vardan Poghosyan,62,Married,Self-Employed,1610000,PhD,2700000,Loan granted to financial institutions,Yes,689,0.15,2,4,36,12.24,6,3600000,Medium
Karen Karapetyan,34,Widowed,Unemployed,0,Master's,2650000,Commercial and industrial loan,No,663,0.27,1,0,48,18.96,6,3450000,Low
Meline Karapetyan,34,Married,Self-Employed,370000,Bachelor's,2250000,Leasing finance,Yes,659,0.59,3,0,24,19.97,5,4750000,Low
Gagik Avagyan,66,Widowed,Employed,2210000,Bachelor's,1900000,Leasing finance,No,506,0.57,2,0,36,17.77,18,2950000,Low
Vardan Mkrtchyan,50,Single,Employed,2630000,Master's,3900000,Leasing finance,Yes,814,0.48,3,1,24,13.29,22,3150000,Very Low
Hakob Harutyunyan,49,Widowed,Employed,570000,PhD,4950000,Consumer loan,Yes,665,0.55,4,1,60,15.69,27,4200000,Low
Arman Harutyunyan,25,Divorced,Unemployed,0,Bachelor's,4000000,Mortgage loan,Yes,737,0.21,3,4,60,13.01,5,3300000,Low
Ruben Hovhannisyan,36,Widowed,Employed,1070000,Bachelor's,2500000,Loan granted to financial institutions,No,530,0.41,1,1,24,19.96,9,3650000,Very Low
Arsen Sargsyan,55,Married,Employed,1010000,Master's,1200000,Commercial and industrial loan,Yes,722,0.35,4,3,48,9.75,7,1150000,Medium
Vahagn Avetisyan,20,Single,Employed,450000,Master's,850000,Leasing finance,No,768,0.31,2,0,36,18.82,2,1850000,High
Lusine Hakobyan,22,Divorced,Employed,1310000,Bachelor's,900000,Commercial and industrial loan,Yes,610,0.26,3,3,48,9.82,2,700000,Low
Anush Petrosyan,30,Widowed,Employed,810000,Master's,2100000,Consumer loan,No,694,0.53,4,1,36,9.46,7,2500000,Low
Gagik Petrosyan,64,Married,Employed,1230000,Master's,850000,Leasing finance,Yes,413,0.34,4,0,36,19.34,12,2250000,Very Low
Arman Melkonyan,63,Widowed,Retired,95500,PhD,800000,Leasing finance,No,501,0.46,2,2,60,18.54,30,4950000,Very Low
Trdat Mkrtchyan,48,Widowed,Unemployed,0,Bachelor's,4250000,Loan granted to financial institutions,Yes,762,0.45,2,3,48,12.98,12,3050000,Low
Aram Avagyan,33,Single,Employed,2410000,PhD,4400000,Loan granted to financial institutions,Yes,841,0.17,2,2,24,19.53,9,3900000,Very High
Arsen Markosyan,67,Widowed,Retired,72500,Bachelor's,4900000,Leasing finance,Yes,663,0.12,2,4,24,18.48,47,1650000,Low
Gagik Sargsyan,49,Divorced,Employed,610000,Master's,2600000,Mortgage loan,Yes,546,0.52,3,3,60,18.92,15,4150000,Low
Lilit Hovhannisyan,39,Single,Employed,2350000,Master's,1800000,Loan granted to financial institutions,Yes,545,0.35,4,0,24,15.55,1,3050000,Very Low
Nune Ghazaryan,46,Single,Employed,2730000,Bachelor's,4550000,Consumer loan,No,483,0.51,2,0,48,19.54,2,3450000,Low
Hakob Harutyunyan,39,Divorced,Employed,1390000,Master's,1950000,Consumer loan,Yes,712,0.25,4,2,36,17.91,14,1450000,Medium
Mariam Ghazaryan,60,Divorced,Employed,1070000,Bachelor's,4050000,Mortgage loan,Yes,572,0.53,4,0,24,19.34,1,2700000,Low
Gagik Mkrtchyan,20,Single,Unemployed,0,High School,1250000,Leasing finance,Yes,844,0.52,1,3,48,12.1,0,3150000,Low
Edgar Poghosyan,27,Divorced,Employed,510000,Bachelor's,2100000,Loan granted to financial institutions,Yes,576,0.29,1,1,60,14.85,0,2900000,Very Low
Arpi Petrosyan,59,Divorced,Employed,1250000,Master's,1050000,Agricultural loan,Yes,798,0.31,2,1,24,18.54,37,4550000,High
Levon Mkrtchyan,38,Divorced,Employed,350000,Bachelor's,3400000,Commercial and industrial loan,Yes,789,0.28,2,0,12,15.38,10,4450000,High
Narine Markosyan,33,Married,Unemployed,0,PhD,4450000,Leasing finance,No,514,0.12,1,4,60,17.81,4,4850000,Low
Hasmik Markosyan,29,Widowed,Self-Employed,1850000,Bachelor's,2950000,Loan granted to financial institutions,Yes,402,0.44,4,3,36,19.7,5,3300000,Low
Areg Hovhannisyan,19,Single,Self-Employed,2550000,Bachelor's,1500000,Agricultural loan,No,474,0.24,2,4,48,17.85,0,4850000,Low
Karen Hakobyan,58,Single,Employed,2850000,Bachelor's,2850000,Mortgage loan,Yes,351,0.54,3,2,36,12.47,22,4150000,Low
Elina Ghazaryan,41,Married,Employed,1610000,Master's,1650000,Consumer loan,Yes,596,0.55,2,0,36,10.31,3,1350000,Low
Ruzanna Hakobyan,52,Single,Employed,2810000,Bachelor's,4500000,Commercial and industrial loan,No,474,0.46,2,2,24,12,28,2100000,Very Low
Hovhannes Hovhannisyan,47,Widowed,Self-Employed,2110000,Bachelor's,4450000,Agricultural loan,Yes,642,0.19,3,4,36,16.29,16,1150000,Low
Nune Avetisyan,47,Single,Employed,1130000,Bachelor's,2650000,Loan granted to financial institutions,No,470,0.14,2,3,24,9.12,2,0,Low
Meline Hakobyan,64,Divorced,Self-Employed,2210000,High School,800000,Commercial and industrial loan,Yes,336,0.51,4,4,48,11.09,20,900000,Low
Gagik Harutyunyan,52,Married,Unemployed,0,Master's,2450000,Commercial and industrial loan,Yes,500,0.55,3,1,36,12.6,22,0,Low
Karen Petrosyan,36,Single,Unemployed,0,Master's,4400000,Leasing finance,No,363,0.28,3,4,60,18.63,15,3550000,Low
Karen Markosyan,67,Widowed,Retired,96500,Bachelor's,250000,Agricultural loan,Yes,785,0.28,1,4,60,9.56,30,2100000,Low
David Petrosyan,25,Widowed,Unemployed,0,High School,3850000,Consumer loan,No,754,0.3,4,4,60,9.55,0,1550000,Low
Lusine Sargsyan,43,Married,Employed,710000,PhD,4700000,Loan granted to individuals,Yes,708,0.51,1,4,48,15.07,20,3800000,Low
Arman Melkonyan,66,Divorced,Retired,46000,Bachelor's,3000000,Agricultural loan,No,449,0.45,4,3,36,10.96,0,4150000,Low
Liana Melkonyan,57,Married,Employed,1510000,PhD,3550000,Agricultural loan,Yes,801,0.16,2,0,36,11.66,10,4850000,Very High
Aram Mkrtchyan,24,Single,Self-Employed,1890000,Bachelor's,4050000,Loan granted to individuals,Yes,847,0.42,1,3,48,11.03,0,3200000,Low
Liana Nazaryan,47,Widowed,Employed,1710000,Bachelor's,2750000,Consumer loan,Yes,577,0.1,2,2,48,15.4,6,2300000,Very Low
Hovhannes Mkrtchyan,24,Widowed,Employed,690000,Master's,4550000,Leasing finance,Yes,334,0.46,2,1,24,9.61,0,1500000,Very Low
Karen Hovhannisyan,20,Married,Employed,1250000,PhD,1750000,Commercial and industrial loan,Yes,474,0.48,1,0,60,19.34,0,1100000,Very Low
Sona Karapetyan,18,Widowed,Self-Employed,2610000,Bachelor's,3450000,Mortgage loan,Yes,332,0.51,1,1,24,10.35,0,1050000,Low
Areg Vardanyan,53,Divorced,Self-Employed,710000,Bachelor's,2100000,Mortgage loan,No,696,0.41,2,1,48,19.47,19,2000000,Medium
Gagik Karapetyan,42,Single,Unemployed,0,Bachelor's,3450000,Loan granted to individuals,No,553,0.19,2,0,36,17.56,5,4950000,Very Low
Ruzanna Petrosyan,54,Divorced,Employed,190000,PhD,1200000,Leasing finance,Yes,622,0.5,4,0,36,18.11,29,0,Low
Gayane Avagyan,18,Divorced,Employed,1510000,Master's,3550000,Leasing finance,Yes,312,0.55,2,2,36,10.9,0,950000,Low
Samvel Harutyunyan,32,Divorced,Employed,350000,Bachelor's,3550000,Mortgage loan,Yes,349,0.42,3,3,12,16.37,0,900000,Low
Ashot Melkonyan,54,Single,Employed,2230000,Bachelor's,2750000,Loan granted to financial institutions,Yes,532,0.24,2,0,60,17.99,5,3550000,Very Low
Gor Nazaryan,30,Divorced,Self-Employed,1190000,Bachelor's,700000,Agricultural loan,No,839,0.19,2,2,60,15.14,1,1750000,Very High
Arpi Harutyunyan,57,Married,Employed,1250000,Bachelor's,2750000,Consumer loan,No,395,0.22,2,4,36,15.06,34,2250000,Low
Karen Hovhannisyan,25,Widowed,Employed,2870000,Bachelor's,750000,Loan granted to individuals,Yes,642,0.11,1,0,24,10.75,3,700000,Low
Ruben Markosyan,22,Divorced,Employed,2290000,Master's,250000,Agricultural loan,Yes,492,0.11,1,3,24,13.56,2,2000000,Low
Areg Avetisyan,26,Married,Self-Employed,2170000,High School,200000,Agricultural loan,Yes,810,0.25,3,4,12,10.66,0,500000,Low
Karine Karapetyan,18,Widowed,Employed,1250000,Bachelor's,1500000,Loan granted to financial institutions,No,750,0.56,2,4,48,19.7,0,2650000,Low
Trdat Petrosyan,53,Widowed,Employed,690000,Master's,4200000,Loan granted to individuals,Yes,424,0.41,4,4,36,16.53,23,450000,Low
Karine Hakobyan,52,Widowed,Unemployed,0,Bachelor's,2650000,Leasing finance,Yes,380,0.29,4,4,36,9.53,30,3950000,Low
Tigran Nazaryan,19,Single,Employed,1770000,High School,4500000,Consumer loan,Yes,306,0.11,2,1,36,14.24,1,2800000,Very Low
Vahan Avagyan,57,Married,Self-Employed,450000,High School,3650000,Loan granted to individuals,Yes,629,0.59,2,3,60,16.02,39,3600000,Low
Gevorg Hakobyan,40,Divorced,Employed,470000,High School,1500000,Mortgage loan,Yes,382,0.33,2,2,12,10.05,15,2050000,Very Low
Mariam Hovhannisyan,26,Married,Self-Employed,830000,Master's,4300000,Commercial and industrial loan,Yes,835,0.6,2,0,36,16.31,3,1900000,Low
Gayane Harutyunyan,51,Widowed,Employed,2030000,Master's,4700000,Leasing finance,No,826,0.46,2,2,48,10.95,21,450000,Very Low
Narine Petrosyan,63,Married,Retired,85000,High School,4200000,Loan granted to financial institutions,Yes,412,0.13,1,1,60,13.49,14,2600000,Very Low
Ara Hovhannisyan,31,Single,Self-Employed,870000,Bachelor's,4600000,Consumer loan,No,739,0.53,3,4,48,15.88,13,2550000,Low
Hayk Ghazaryan,21,Single,Employed,2390000,Bachelor's,3050000,Leasing finance,Yes,318,0.37,1,0,36,13.02,0,2300000,Very Low
Ani Ghazaryan,47,Single,Employed,730000,Master's,3550000,Loan granted to individuals,No,308,0.33,4,3,48,13.19,21,3700000,Low
Narine Hovhannisyan,48,Widowed,Employed,1770000,Master's,3400000,Commercial and industrial loan,No,484,0.48,1,0,60,18.28,27,4150000,Very Low
Lusine Avetisyan,55,Single,Unemployed,0,Bachelor's,4600000,Leasing finance,Yes,337,0.49,1,0,60,12.4,32,3750000,Very Low
Elina Mkrtchyan,28,Married,Employed,2230000,Bachelor's,2750000,Commercial and industrial loan,Yes,433,0.5,3,2,12,16.21,3,700000,Very Low
Hayk Poghosyan,52,Single,Self-Employed,1070000,High School,4950000,Loan granted to financial institutions,Yes,401,0.48,4,4,36,18.34,14,3100000,Low
Hakob Vardanyan,25,Divorced,Self-Employed,690000,Master's,4850000,Loan granted to financial institutions,Yes,448,0.42,4,3,48,10.68,6,400000,Low
Gor Gevorgyan,20,Married,Unemployed,0,PhD,3550000,Mortgage loan,No,392,0.44,2,0,48,9.51,0,3450000,Very Low
